1.000000e-04	3.000000e+00	4.437302e+04	2.762711e+00
1.023293e-04	3.000000e+00	4.336297e+04	2.762691e+00
1.047129e-04	3.000000e+00	4.237590e+04	2.762672e+00
1.071519e-04	3.000000e+00	4.141131e+04	2.762652e+00
1.096478e-04	3.000000e+00	4.046867e+04	2.762631e+00
1.122018e-04	3.000000e+00	3.954749e+04	2.762611e+00
1.148154e-04	3.000000e+00	3.864728e+04	2.762590e+00
1.174898e-04	3.000000e+00	3.776756e+04	2.762569e+00
1.202264e-04	3.000000e+00	3.690787e+04	2.762548e+00
1.230269e-04	3.000000e+00	3.606774e+04	2.762527e+00
1.258925e-04	3.000000e+00	3.524674e+04	2.762505e+00
1.288250e-04	3.000000e+00	3.444443e+04	2.762483e+00
1.318257e-04	3.000000e+00	3.366038e+04	2.762461e+00
1.348963e-04	3.000000e+00	3.289417e+04	2.762438e+00
1.380384e-04	3.000000e+00	3.214541e+04	2.762416e+00
1.412538e-04	3.000000e+00	3.141369e+04	2.762393e+00
1.445440e-04	3.000000e+00	3.069863e+04	2.762369e+00
1.479108e-04	3.000000e+00	2.999984e+04	2.762346e+00
1.513561e-04	3.000000e+00	2.931696e+04	2.762322e+00
1.548817e-04	3.000000e+00	2.864963e+04	2.762298e+00
1.584893e-04	3.000000e+00	2.799748e+04	2.762274e+00
1.621810e-04	3.000000e+00	2.736018e+04	2.762249e+00
1.659587e-04	3.000000e+00	2.673739e+04	2.762224e+00
1.698244e-04	3.000000e+00	2.612877e+04	2.762199e+00
1.737801e-04	3.000000e+00	2.553401e+04	2.762174e+00
1.778279e-04	3.000000e+00	2.495278e+04	2.762148e+00
1.819701e-04	3.000000e+00	2.438479e+04	2.762122e+00
1.862087e-04	3.000000e+00	2.382972e+04	2.762096e+00
1.905461e-04	3.000000e+00	2.328729e+04	2.762069e+00
1.949845e-04	3.000000e+00	2.275721e+04	2.762042e+00
1.995262e-04	3.000000e+00	2.223919e+04	2.762015e+00
2.041738e-04	3.000000e+00	2.173296e+04	2.761987e+00
2.089296e-04	3.000000e+00	2.123826e+04	2.761959e+00
2.137962e-04	3.000000e+00	2.075482e+04	2.761931e+00
2.187762e-04	3.000000e+00	2.028238e+04	2.761902e+00
2.238721e-04	3.000000e+00	1.982070e+04	2.761874e+00
2.290868e-04	3.000000e+00	1.936953e+04	2.761844e+00
2.344229e-04	3.000000e+00	1.892862e+04	2.761815e+00
2.398833e-04	3.000000e+00	1.849775e+04	2.761785e+00
2.454709e-04	3.000000e+00	1.807669e+04	2.761755e+00
2.511886e-04	3.000000e+00	1.766522e+04	2.761724e+00
2.570396e-04	3.000000e+00	1.726311e+04	2.761693e+00
2.630268e-04	3.000000e+00	1.687015e+04	2.761662e+00
2.691535e-04	3.000000e+00	1.648614e+04	2.761630e+00
2.754229e-04	3.000000e+00	1.611087e+04	2.761598e+00
2.818383e-04	3.000000e+00	1.574414e+04	2.761566e+00
2.884032e-04	3.000000e+00	1.538576e+04	2.761533e+00
2.951209e-04	3.000000e+00	1.503554e+04	2.761500e+00
3.019952e-04	3.000000e+00	1.469329e+04	2.761466e+00
3.090295e-04	3.000000e+00	1.435883e+04	2.761432e+00
3.162278e-04	3.000000e+00	1.403198e+04	2.761398e+00
3.235937e-04	3.000000e+00	1.371257e+04	2.761363e+00
3.311311e-04	3.000000e+00	1.340044e+04	2.761328e+00
3.388442e-04	3.000000e+00	1.309541e+04	2.761293e+00
3.467369e-04	3.000000e+00	1.279732e+04	2.761257e+00
3.548134e-04	3.000000e+00	1.250602e+04	2.761221e+00
3.630781e-04	3.000000e+00	1.222134e+04	2.761184e+00
3.715352e-04	3.000000e+00	1.194315e+04	2.761147e+00
3.801894e-04	3.000000e+00	1.167129e+04	2.761109e+00
